base1,quote1,base2,quote2,base3,quote3,symbol1,symbol2,symbol3
PENGU,USDC,USDC,USDT,PENGU,USDT,PENGUUSDC,USDCUSDT,PENGUUSDT
PEOPLE,USDC,USDC,USDT,PEOPLE,USDT,PEOPLEUSDC,USDCUSDT,PEOPLEUSDT
PEPE,EUR,EUR,USDT,PEPE,USDT,PEPEEUR,EURUSDT,PEPEUSDT
PEPE,USDC,USDC,EUR,PEPE,EUR,PEPEUSDC,USDCEUR,PEPEEUR
PEPE,USDC,USDC,USDT,PEPE,USDT,PEPEUSDC,USDCUSDT,PEPEUSDT
PEPE,USDE,USDE,USDT,PEPE,USDT,PEPEUSDE,USDEUSDT,PEPEUSDT
PHA,USDC,USDC,USDT,PHA,USDT,PHAUSDC,USDCUSDT,PHAUSDT
PI,EUR,EUR,USDT,PI,USDT,PIEUR,EURUSDT,PIUSDT
PI,USD1,USD1,USDT,PI,USDT,PIUSD1,USD1USDT,PIUSDT
PI,USDC,USDC,EUR,PI,EUR,PIUSDC,USDCEUR,PIEUR
PI,USDC,USDC,USDT,PI,USDT,PIUSDC,USDCUSDT,PIUSDT
PI,USDE,USDE,USDT,PI,USDT,PIUSDE,USDEUSDT,PIUSDT
PIPPIN,USDC,USDC,USDT,PIPPIN,USDT,PIPPINUSDC,USDCUSDT,PIPPINUSDT
PIXEL,USDC,USDC,USDT,PIXEL,USDT,PIXELUSDC,USDCUSDT,PIXELUSDT
PLUME,USDC,USDC,USDT,PLUME,USDT,PLUMEUSDC,USDCUSDT,PLUMEUSDT
PNUT,USDC,USDC,USDT,PNUT,USDT,PNUTUSDC,USDCUSDT,PNUTUSDT
POL,USDC,USDC,USDT,POL,USDT,POLUSDC,USDCUSDT,POLUSDT
POPCAT,USDC,USDC,USDT,POPCAT,USDT,POPCATUSDC,USDCUSDT,POPCATUSDT
PROVE,USDC,USDC,USDT,PROVE,USDT,PROVEUSDC,USDCUSDT,PROVEUSDT
PUMP,USDC,USDC,USDT,PUMP,USDT,PUMPUSDC,USDCUSDT,PUMPUSDT
PYTH,USDC,USDC,USDT,PYTH,USDT,PYTHUSDC,USDCUSDT,PYTHUSDT
QNT,USDC,USDC,USDT,QNT,USDT,QNTUSDC,USDCUSDT,QNTUSDT
QTUM,BTC,BTC,USDC,QTUM,USDC,QTUMBTC,BTCUSDC,QTUMUSDC
QTUM,BTC,BTC,USDT,QTUM,USDT,QTUMBTC,BTCUSDT,QTUMUSDT
QTUM,USDC,USDC,USDT,QTUM,USDT,QTUMUSDC,USDCUSDT,QTUMUSDT
QUBIC,USDC,USDC,USDT,QUBIC,USDT,QUBICUSDC,USDCUSDT,QUBICUSDT
RARE,USDC,USDC,USDT,RARE,USDT,RAREUSDC,USDCUSDT,RAREUSDT
RAY,USDC,USDC,USDT,RAY,USDT,RAYUSDC,USDCUSDT,RAYUSDT
RBNT,USDC,USDC,USDT,RBNT,USDT,RBNTUSDC,USDCUSDT,RBNTUSDT
RED,USDC,USDC,USDT,RED,USDT,REDUSDC,USDCUSDT,REDUSDT
RENDER,USDC,USDC,USDT,RENDER,USDT,RENDERUSDC,USDCUSDT,RENDERUSDT
REZ,USDC,USDC,USDT,REZ,USDT,REZUSDC,USDCUSDT,REZUSDT
RIO,EUR,EUR,USDT,RIO,USDT,RIOEUR,EURUSDT,RIOUSDT
RIO,USDC,USDC,EUR,RIO,EUR,RIOUSDC,USDCEUR,RIOEUR
RIO,USDC,USDC,USDT,RIO,USDT,RIOUSDC,USDCUSDT,RIOUSDT
ROSE,USDC,USDC,USDT,ROSE,USDT,ROSEUSDC,USDCUSDT,ROSEUSDT
RSR,ETH,ETH,USDC,RSR,USDC,RSRETH,ETHUSDC,RSRUSDC
RSR,ETH,ETH,USDT,RSR,USDT,RSRETH,ETHUSDT,RSRUSDT
RSR,USDC,USDC,USDT,RSR,USDT,RSRUSDC,USDCUSDT,RSRUSDT
RUNE,USDC,USDC,USDT,RUNE,USDT,RUNEUSDC,USDCUSDT,RUNEUSDT
RVN,USDC,USDC,USDT,RVN,USDT,RVNUSDC,USDCUSDT,RVNUSDT
S,USDC,USDC,USDT,S,USDT,SUSDC,USDCUSDT,SUSDT
SAGA,USDC,USDC,USDT,SAGA,USDT,SAGAUSDC,USDCUSDT,SAGAUSDT
SAHARA,USD1,USD1,USDT,SAHARA,USDT,SAHARAUSD1,USD1USDT,SAHARAUSDT
SAHARA,USDC,USDC,USDT,SAHARA,USDT,SAHARAUSDC,USDCUSDT,SAHARAUSDT
SAND,USDC,USDC,USDT,SAND,USDT,SANDUSDC,USDCUSDT,SANDUSDT
SAPIEN,USDC,USDC,USDT,SAPIEN,USDT,SAPIENUSDC,USDCUSDT,SAPIENUSDT
SEI,USDC,USDC,USDT,SEI,USDT,SEIUSDC,USDCUSDT,SEIUSDT
SHIB,EUR,EUR,USDT,SHIB,USDT,SHIBEUR,EURUSDT,SHIBUSDT
SHIB,USDC,USDC,EUR,SHIB,EUR,SHIBUSDC,USDCEUR,SHIBEUR
SHIB,USDC,USDC,USDT,SHIB,USDT,SHIBUSDC,USDCUSDT,SHIBUSDT
SIGN,USDC,USDC,USDT,SIGN,USDT,SIGNUSDC,USDCUSDT,SIGNUSDT
SKATE,USDC,USDC,USDT,SKATE,USDT,SKATEUSDC,USDCUSDT,SKATEUSDT
SKL,USDC,USDC,USDT,SKL,USDT,SKLUSDC,USDCUSDT,SKLUSDT
SKY,USDC,USDC,USDT,SKY,USDT,SKYUSDC,USDCUSDT,SKYUSDT
SNX,ETH,ETH,USDC,SNX,USDC,SNXETH,ETHUSDC,SNXUSDC
SNX,ETH,ETH,USDT,SNX,USDT,SNXETH,ETHUSDT,SNXUSDT
SNX,USDC,USDC,USDT,SNX,USDT,SNXUSDC,USDCUSDT,SNXUSDT
SOL,BRL,BRL,USDT,SOL,USDT,SOLBRL,BRLUSDT,SOLUSDT
SOL,BTC,BTC,BRL,SOL,BRL,SOLBTC,BTCBRL,SOLBRL
SOL,BTC,BTC,EUR,SOL,EUR,SOLBTC,BTCEUR,SOLEUR
SOL,BTC,BTC,USD1,SOL,USD1,SOLBTC,BTCUSD1,SOLUSD1
SOL,BTC,BTC,USDC,SOL,USDC,SOLBTC,BTCUSDC,SOLUSDC
SOL,BTC,BTC,USDE,SOL,USDE,SOLBTC,BTCUSDE,SOLUSDE
SOL,BTC,BTC,USDT,SOL,USDT,SOLBTC,BTCUSDT,SOLUSDT
SOL,EUR,EUR,USDT,SOL,USDT,SOLEUR,EURUSDT,SOLUSDT
SOL,USD1,USD1,USDT,SOL,USDT,SOLUSD1,USD1USDT,SOLUSDT
SOL,USDC,USDC,BRL,SOL,BRL,SOLUSDC,USDCBRL,SOLBRL
SOL,USDC,USDC,EUR,SOL,EUR,SOLUSDC,USDCEUR,SOLEUR
SOL,USDC,USDC,USDT,SOL,USDT,SOLUSDC,USDCUSDT,SOLUSDT
SOL,USDE,USDE,USDT,SOL,USDT,SOLUSDE,USDEUSDT,SOLUSDT
SOMI,USDC,USDC,USDT,SOMI,USDT,SOMIUSDC,USDCUSDT,SOMIUSDT
SPK,USDC,USDC,USDT,SPK,USDT,SPKUSDC,USDCUSDT,SPKUSDT
SPX,USDC,USDC,USDT,SPX,USDT,SPXUSDC,USDCUSDT,SPXUSDT
STABLE,USDC,USDC,USDT,STABLE,USDT,STABLEUSDC,USDCUSDT,STABLEUSDT
STO,USDC,USDC,USDT,STO,USDT,STOUSDC,USDCUSDT,STOUSDT
STRK,USDC,USDC,USDT,STRK,USDT,STRKUSDC,USDCUSDT,STRKUSDT
STX,USDC,USDC,USDT,STX,USDT,STXUSDC,USDCUSDT,STXUSDT
SUI,EUR,EUR,USDT,SUI,USDT,SUIEUR,EURUSDT,SUIUSDT
SUI,USDC,USDC,EUR,SUI,EUR,SUIUSDC,USDCEUR,SUIEUR
SUI,USDC,USDC,USDT,SUI,USDT,SUIUSDC,USDCUSDT,SUIUSDT
SUI,USDE,USDE,USDT,SUI,USDT,SUIUSDE,USDEUSDT,SUIUSDT
SUPRA,USDC,USDC,USDT,SUPRA,USDT,SUPRAUSDC,USDCUSDT,SUPRAUSDT
SUSHI,USDC,USDC,USDT,SUSHI,USDT,SUSHIUSDC,USDCUSDT,SUSHIUSDT
SXT,USDC,USDC,USDT,SXT,USDT,SXTUSDC,USDCUSDT,SXTUSDT
SYRUP,USDC,USDC,USDT,SYRUP,USDT,SYRUPUSDC,USDCUSDT,SYRUPUSDT
TAG,USD1,USD1,USDT,TAG,USDT,TAGUSD1,USD1USDT,TAGUSDT
TAO,EUR,EUR,USDT,TAO,USDT,TAOEUR,EURUSDT,TAOUSDT
TAO,USDC,USDC,EUR,TAO,EUR,TAOUSDC,USDCEUR,TAOEUR
TAO,USDC,USDC,USDT,TAO,USDT,TAOUSDC,USDCUSDT,TAOUSDT
THE,USDC,USDC,USDT,THE,USDT,THEUSDC,USDCUSDT,THEUSDT
TIA,USDC,USDC,USDT,TIA,USDT,TIAUSDC,USDCUSDT,TIAUSDT
TLM,USDC,USDC,USDT,TLM,USDT,TLMUSDC,USDCUSDT,TLMUSDT
TNSR,USDC,USDC,USDT,TNSR,USDT,TNSRUSDC,USDCUSDT,TNSRUSDT
TON,EUR,EUR,USDT,TON,USDT,TONEUR,EURUSDT,TONUSDT
TON,USDC,USDC,EUR,TON,EUR,TONUSDC,USDCEUR,TONEUR
TON,USDC,USDC,USDT,TON,USDT,TONUSDC,USDCUSDT,TONUSDT
TOWNS,USDC,USDC,USDT,TOWNS,USDT,TOWNSUSDC,USDCUSDT,TOWNSUSDT
TREE,USDC,USDC,USDT,TREE,USDT,TREEUSDC,USDCUSDT,TREEUSDT
TRUMP,EUR,EUR,USDT,TRUMP,USDT,TRUMPEUR,EURUSDT,TRUMPUSDT
TRUMP,USD1,USD1,USDT,TRUMP,USDT,TRUMPUSD1,USD1USDT,TRUMPUSDT
TRUMP,USDC,USDC,EUR,TRUMP,EUR,TRUMPUSDC,USDCEUR,TRUMPEUR
TRUMP,USDC,USDC,USDT,TRUMP,USDT,TRUMPUSDC,USDCUSDT,TRUMPUSDT
TRX,BTC,BTC,USDC,TRX,USDC,TRXBTC,BTCUSDC,TRXUSDC
TRX,BTC,BTC,USDE,TRX,USDE,TRXBTC,BTCUSDE,TRXUSDE
TRX,BTC,BTC,USDT,TRX,USDT,TRXBTC,BTCUSDT,TRXUSDT
TRX,USDC,USDC,USDT,TRX,USDT,TRXUSDC,USDCUSDT,TRXUSDT
TRX,USDE,USDE,USDT,TRX,USDT,TRXUSDE,USDEUSDT,TRXUSDT
TST,USDC,USDC,USDT,TST,USDT,TSTUSDC,USDCUSDT,TSTUSDT
TURBO,USDC,USDC,USDT,TURBO,USDT,TURBOUSDC,USDCUSDT,TURBOUSDT
TWT,USDC,USDC,USDT,TWT,USDT,TWTUSDC,USDCUSDT,TWTUSDT
ULTIMA,EUR,EUR,USDT,ULTIMA,USDT,ULTIMAEUR,EURUSDT,ULTIMAUSDT
ULTIMA,USDC,USDC,EUR,ULTIMA,EUR,ULTIMAUSDC,USDCEUR,ULTIMAEUR
ULTIMA,USDC,USDC,USDT,ULTIMA,USDT,ULTIMAUSDC,USDCUSDT,ULTIMAUSDT
ULTIMA,USDE,USDE,USDT,ULTIMA,USDT,ULTIMAUSDE,USDEUSDT,ULTIMAUSDT
UMA,USDC,USDC,USDT,UMA,USDT,UMAUSDC,USDCUSDT,UMAUSDT
UNI,ETH,ETH,USDC,UNI,USDC,UNIETH,ETHUSDC,UNIUSDC
UNI,ETH,ETH,USDT,UNI,USDT,UNIETH,ETHUSDT,UNIUSDT
UNI,USDC,USDC,USDT,UNI,USDT,UNIUSDC,USDCUSDT,UNIUSDT
USDC,BRL,BRL,USDT,USDC,USDT,USDCBRL,BRLUSDT,USDCUSDT
USDC,EUR,EUR,USDT,USDC,USDT,USDCEUR,EURUSDT,USDCUSDT
USDC,EUR,USDC,USDT,EUR,USDT,USDCEUR,USDCUSDT,EURUSDT
USDC,USDF,USDF,USDT,USDC,USDT,USDCUSDF,USDFUSDT,USDCUSDT
USELESS,USDC,USDC,USDT,USELESS,USDT,USELESSUSDC,USDCUSDT,USELESSUSDT
USUAL,USDC,USDC,USDT,USUAL,USDT,USUALUSDC,USDCUSDT,USUALUSDT
VANRY,USDC,USDC,USDT,VANRY,USDT,VANRYUSDC,USDCUSDT,VANRYUSDT
VELODROME,USDC,USDC,USDT,VELODROME,USDT,VELODROMEUSDC,USDCUSDT,VELODROMEUSDT
VET,USDC,USDC,USDT,VET,USDT,VETUSDC,USDCUSDT,VETUSDT
VINE,BRL,BRL,USDT,VINE,USDT,VINEBRL,BRLUSDT,VINEUSDT
VIRTUAL,USDC,USDC,USDT,VIRTUAL,USDT,VIRTUALUSDC,USDCUSDT,VIRTUALUSDT
W,USDC,USDC,USDT,W,USDT,WUSDC,USDCUSDT,WUSDT
WAL,USDC,USDC,USDT,WAL,USDT,WALUSDC,USDCUSDT,WALUSDT
WAVES,USDC,USDC,USDT,WAVES,USDT,WAVESUSDC,USDCUSDT,WAVESUSDT
WBTC,BTC,BTC,USDC,WBTC,USDC,WBTCBTC,BTCUSDC,WBTCUSDC
WBTC,BTC,BTC,USDT,WBTC,USDT,WBTCBTC,BTCUSDT,WBTCUSDT
WBTC,USDC,USDC,USDT,WBTC,USDT,WBTCUSDC,USDCUSDT,WBTCUSDT
WCT,USDC,USDC,USDT,WCT,USDT,WCTUSDC,USDCUSDT,WCTUSDT
WET,USDC,USDC,USDT,WET,USDT,WETUSDC,USDCUSDT,WETUSDT
WIF,EUR,EUR,USDT,WIF,USDT,WIFEUR,EURUSDT,WIFUSDT
WIF,USDC,USDC,EUR,WIF,EUR,WIFUSDC,USDCEUR,WIFEUR
WIF,USDC,USDC,USDT,WIF,USDT,WIFUSDC,USDCUSDT,WIFUSDT
WLD,USDC,USDC,USDT,WLD,USDT,WLDUSDC,USDCUSDT,WLDUSDT
WLFI,USD1,USD1,USDT,WLFI,USDT,WLFIUSD1,USD1USDT,WLFIUSDT
WLFI,USDC,USDC,USDT,WLFI,USDT,WLFIUSDC,USDCUSDT,WLFIUSDT
XAI,USDC,USDC,USDT,XAI,USDT,XAIUSDC,USDCUSDT,XAIUSDT
XCN,USDC,USDC,USDT,XCN,USDT,XCNUSDC,USDCUSDT,XCNUSDT
XDC,USDC,USDC,USDT,XDC,USDT,XDCUSDC,USDCUSDT,XDCUSDT
XEN,USDC,USDC,USDT,XEN,USDT,XENUSDC,USDCUSDT,XENUSDT
XLM,BTC,BTC,USDC,XLM,USDC,XLMBTC,BTCUSDC,XLMUSDC
XLM,BTC,BTC,USDT,XLM,USDT,XLMBTC,BTCUSDT,XLMUSDT
XLM,USDC,USDC,USDT,XLM,USDT,XLMUSDC,USDCUSDT,XLMUSDT
XMR,USDC,USDC,USDT,XMR,USDT,XMRUSDC,USDCUSDT,XMRUSDT
XPL,USDC,USDC,USDT,XPL,USDT,XPLUSDC,USDCUSDT,XPLUSDT
XRP,BRL,BRL,USDT,XRP,USDT,XRPBRL,BRLUSDT,XRPUSDT
XRP,BTC,BTC,BRL,XRP,BRL,XRPBTC,BTCBRL,XRPBRL
XRP,BTC,BTC,EUR,XRP,EUR,XRPBTC,BTCEUR,XRPEUR
XRP,BTC,BTC,USD1,XRP,USD1,XRPBTC,BTCUSD1,XRPUSD1
XRP,BTC,BTC,USDC,XRP,USDC,XRPBTC,BTCUSDC,XRPUSDC
XRP,BTC,BTC,USDE,XRP,USDE,XRPBTC,BTCUSDE,XRPUSDE
XRP,BTC,BTC,USDT,XRP,USDT,XRPBTC,BTCUSDT,XRPUSDT
XRP,ETH,ETH,BRL,XRP,BRL,XRPETH,ETHBRL,XRPBRL
XRP,ETH,ETH,BTC,XRP,BTC,XRPETH,ETHBTC,XRPBTC
XRP,ETH,ETH,EUR,XRP,EUR,XRPETH,ETHEUR,XRPEUR
XRP,ETH,ETH,USD1,XRP,USD1,XRPETH,ETHUSD1,XRPUSD1
XRP,ETH,ETH,USDC,XRP,USDC,XRPETH,ETHUSDC,XRPUSDC
XRP,ETH,ETH,USDE,XRP,USDE,XRPETH,ETHUSDE,XRPUSDE
XRP,ETH,ETH,USDT,XRP,USDT,XRPETH,ETHUSDT,XRPUSDT
XRP,EUR,EUR,USDT,XRP,USDT,XRPEUR,EURUSDT,XRPUSDT
XRP,USD1,USD1,USDT,XRP,USDT,XRPUSD1,USD1USDT,XRPUSDT
XRP,USDC,USDC,BRL,XRP,BRL,XRPUSDC,USDCBRL,XRPBRL
XRP,USDC,USDC,EUR,XRP,EUR,XRPUSDC,USDCEUR,XRPEUR
XRP,USDC,USDC,USDT,XRP,USDT,XRPUSDC,USDCUSDT,XRPUSDT
XRP,USDE,USDE,USDT,XRP,USDT,XRPUSDE,USDEUSDT,XRPUSDT
XTZ,USDC,USDC,USDT,XTZ,USDT,XTZUSDC,USDCUSDT,XTZUSDT
XVG,USDC,USDC,USDT,XVG,USDT,XVGUSDC,USDCUSDT,XVGUSDT
YB,USDC,USDC,USDT,YB,USDT,YBUSDC,USDCUSDT,YBUSDT
YGG,USDC,USDC,USDT,YGG,USDT,YGGUSDC,USDCUSDT,YGGUSDT
ZBCN,USDC,USDC,USDT,ZBCN,USDT,ZBCNUSDC,USDCUSDT,ZBCNUSDT
ZBT,USDC,USDC,USDT,ZBT,USDT,ZBTUSDC,USDCUSDT,ZBTUSDT
ZEC,USDC,USDC,USDT,ZEC,USDT,ZECUSDC,USDCUSDT,ZECUSDT
ZEN,USDC,USDC,USDT,ZEN,USDT,ZENUSDC,USDCUSDT,ZENUSDT
ZK,USDC,USDC,USDT,ZK,USDT,ZKUSDC,USDCUSDT,ZKUSDT
ZKC,USDC,USDC,USDT,ZKC,USDT,ZKCUSDC,USDCUSDT,ZKCUSDT
ZKP,USDC,USDC,USDT,ZKP,USDT,ZKPUSDC,USDCUSDT,ZKPUSDT
ZORA,USDC,USDC,USDT,ZORA,USDT,ZORAUSDC,USDCUSDT,ZORAUSDT
ZRO,USDC,USDC,USDT,ZRO,USDT,ZROUSDC,USDCUSDT,ZROUSDT
